CarType,Charge,Grids,Memo,Name,Period,Range,Region,id
C,20元/時，大型車加倍,0,,惠中七街,每日08:00~20:00,市政北三路~市政北一路,西屯區,522
C,20元/時，大型車加倍,0,,惠中二街,每日08:00~20:00,市政北七路~市政北五路,西屯區,523
C,20元/時，大型車加倍,0,,惠中三街,每日08:00~20:00,市政北七路~市政北五路,西屯區,524
C,20元/時，大型車加倍,0,,惠中五街,每日08:00~20:00,市政北三路~市政北一路,西屯區,525
C,20元/時，大型車加倍,0,,惠中六街,每日08:00~20:00,市政北三路~市政北一路,西屯區,526
C,差別費率，15元/三十分鐘，大型車加倍,0,,惠中路,每日08:00~20:00,臺灣大道~市政北五路,西屯區,527
C,差別費率，15元/三十分鐘，大型車加倍,0,,惠中路,每日08:00~20:00,市政北五路~市政路,西屯區,528
C,差別費率，15元/三十分鐘，大型車加倍,0,,惠中路,每日08:00~20:00,市政路~公益路,西屯、南屯區,529
C,差別費率，15元/三十分鐘，大型車加倍,0,,惠中路,每日08:00~20:00,公益路~向上路,南屯區,530
C,差別費率，15元/三十分鐘，大型車加倍,0,,惠中路,每日08:00~20:00,向上路~五權西路,南屯區,531
C,20元/時，大型車加倍,0,,惠中路,每日08:00~20:00,青海路~臺灣大道,西屯區,532
C,20元/時，大型車加倍,0,,惠文路,每日08:00~20:00,市政北一路~公益路,西屯、南屯區,533
C,20元/時，大型車加倍,0,,惠文路,每日08:00~20:00,公益路~向上路,南屯區,534
C,20元/時，大型車加倍,0,,惠文路,每日08:00~20:00,向上路~大墩七街,南屯區,535
C,20元/時，大型車加倍,0,,惠文路,每日08:00~20:00,大墩七街~五權西路,南屯區,536
C,差別費率，15元/三十分鐘，大型車加倍,0,,惠民路,每日08:00~20:00,市政北七路~市政北一路,西屯區,537
C,20元/時，大型車加倍,0,,惠來路,每日08:00~18:00,櫻城五街~臺灣大道,西屯區,538
C,差別費率，15元/三十分鐘，大型車加倍,0,,惠來路,每日08:00~20:00,臺灣大道~市政路,西屯區,539
C,20元/時，大型車加倍,0,,惠來路,每日08:00~20:00,市政路~大業路,西屯、南屯區,540
C,20元/時，大型車加倍,0,,敦化路,每日08:00~20:00,后庄七街~中清路,北屯區,541
C,20元/時，大型車加倍,0,,敦化路,每日08:00~18:00,中清路~經貿路,北屯區,542
C,20元/時，大型車加倍,0,,朝馬二街,每日08:00~18:00,黎明路~朝貴路,西屯區,543
C,20元/時，大型車加倍,0,,朝馬三街,每日08:00~18:00,朝富路~朝貴路,西屯區,544
C,20元/時，大型車加倍,0,,朝馬路,每日08:00~20:00,朝富路~環中路,西屯區,545
C,20元/時，大型車加倍,0,,朝馬路,每日08:00~18:00,安和路~玉寶路,西屯區,546
C,20元/時，大型車加倍,0,,朝富一街,每日08:00~18:00,臺灣大道~朝馬三街,西屯區,547
C,20元/時，大型車加倍,0,,朝富二街,每日08:00~18:00,臺灣大道~朝馬三街,西屯區,548
C,20元/時，大型車加倍,0,,朝富路,每日08:00~20:00,臺灣大道~市政北二路,西屯區,549
C,20元/時，大型車加倍,0,,朝富路,每日08:00~20:00,市政北二路~市政路,西屯區,550
C,20元/時，大型車加倍,0,,朝貴一街（臨朝貴公園側）,每日08:00~18:00,朝馬路~朝馬路,西屯區,551
C,20元/時，大型車加倍,0,,朝貴路,每日08:00~20:00,朝馬路~市政路,西屯區,552
C,20元/時，大型車加倍,0,,朝陽街,週一至週六08:00~18:00,三民路~大全街,西區,553
C,20元/時，大型車加倍,0,,華美西街,每日08:00~20:00,文心路~漢口路,北、西屯區,554
C,20元/時，大型車加倍,0,,華美西街,每日08:00~18:00,漢口路~西屯路,西屯區,555
C,20元/時，大型車加倍,0,,華美西街,每日08:00~18:00,西屯路~臺灣大道,西區,556
C,20元/時，大型車加倍,0,,華美西街,每日08:00~18:00,臺灣大道~公益路,西區,557
C,20元/時，大型車加倍,0,,華美西街,每日08:00~18:00,公益路~忠明南路,西區,558
C,20元/時，大型車加倍,0,,華美街,每日08:00~18:00,中清路~陝西路,北區,559
C,20元/時，大型車加倍,0,,華美街,每日08:00~18:00,陝西路~漢口路,北區,560
C,20元/時，大型車加倍,0,,華美街,每日08:00~18:00,漢口路~西屯路,北區,561
C,20元/時，大型車加倍,0,,華美街,每日08:00~18:00,西屯路~臺灣大道,北、西區,562
C,20元/時，大型車加倍,0,,華美街,每日08:00~18:00,臺灣大道~公益路,西區,563
C,20元/時，大型車加倍,0,,華美街、忠明南路175巷,每日08:00~18:00,公益路~忠明南路,西區,564
C,20元/時，大型車加倍,0,,貴和街,週一至週六08:00~18:00,自由路~三民路,西區,565
C,差別費率，15元/三十分鐘，大型車加倍,0,,進化北路  ,每日08:00~20:00,北屯路~崇德路,北屯、北區,566
C,差別費率，15元/三十分鐘，大型車加倍,0,,進化北路  ,每日08:00~20:00,崇德路~學士路,北區,567
C,差別費率，15元/三十分鐘，大型車加倍,0,,進化北路  ,每日08:00~20:00,學士路~中清路,北區,568
C,20元/時，大型車加倍,0,,進化北路64巷,週一至週六08:00~18:00,北興街~太原路,北屯區,569
C,20元/時，大型車加倍,0,,進化路,每日08:00~18:00,自由路~精武路,東區,570
C,20元/時，大型車加倍,0,,進化路,每日08:00~18:00,精武路~興進路,東、北區,571
C,20元/時，大型車加倍,0,,進化路,每日08:00~18:00,興進路~北屯路,北、北屯區,572
C,20元/時，大型車加倍，大客車停車第1小時免費,0,,進德一街,每日08:00~20:00,進德路~南京一街,東區,573
C,20元/時，大型車加倍，大客車停車第1小時免費,0,,進德二街,每日08:00~20:00,進德路~自由三街,東區,574
C,20元/時，大型車加倍,0,,進德北路,每日08:00~18:00,精武路~興進路,東、北區,575
C,差別費率，15元/三十分鐘，大型車加倍,0,本路段不發售指定區段月票。,進德路,每日07:00~15:00,建成路~樂業二路,東區,576
C,20元/時，大型車加倍,0,本路段不發售指定區段月票。,進德路,每日07:00~15:00,樂業二路~樂業路,東區,577
C,20元/時，大型車加倍,0,,進德路,每日08:00~18:00,自由路~精武路,東區,578
C,累進費率，以三十分鐘計費，大型車加倍，停車30分鐘內離場不收費（每日限一次）,0,,陽明大樓西側道路,機關上班日08:00~18:00,,豐原區,579
C,20元/時，大型車加倍,0,,順平路,每日08:00~18:00,中平路~經貿一路,西屯區,580
C,20元/時，大型車加倍,0,,圓環北路,週一至週六08:00~18:00,三環路~中山路,豐原區,581
C,20元/時，大型車加倍,0,,圓環西路,週一至週六08:00~18:00,中山路~成功路,豐原區,582
C,20元/時，大型車加倍,0,,圓環南路60巷,週一至週六08:00~18:00,中興路~圓環南路,豐原區,583
C,20元/時，大型車加倍,0,,新華街,每日08:00~20:00,建成路~建國南路,南區,584
C,20元/時，大型車加倍,0,,新榮街,每日08:00~20:00,新華街~復興園路,南區,585
C,20元/時，大型車加倍,0,,綏遠路,每日08:00~20:00,瀋陽路~文心路,北屯區,586
C,20元/時，大型車加倍,0,,綏遠路,每日08:00~18:00,漢口路~太原路,北區,587
C,20元/時，大型車加倍,0,,經貿一路,每日08:00~18:00,中清路~經貿路,西屯、北屯區,588
C,20元/時，大型車加倍,0,,經貿二路,每日08:00~18:00,中清路~經貿路,北屯區,589
C,20元/時，大型車加倍,0,,經貿三路,每日08:00~18:00,中清路~經貿路,北屯區,590
C,20元/時，大型車加倍,0,,經貿五路,每日08:00~18:00,中清路~經貿路,西屯、北屯區,591
C,20元/時，大型車加倍,0,,經貿東路,每日08:00~18:00,經貿一路~經貿五路,北屯區,592
C,20元/時，大型車加倍,0,,經貿路,每日08:00~18:00,經貿一路~經貿五路,北屯、西屯區,593
C,20元/時，大型車加倍,0,,寧夏西七街,每日08:00~20:00,大信街~寧夏西四街,西屯區,594
C,20元/時，大型車加倍,0,,寧夏路,每日08:00~20:00,太原路~文心路,西屯區,595
C,20元/時，大型車加倍,0,,寧夏路89巷,每日08:00~20:00,寧夏路~寧夏西四街,西屯區,596
C,差別費率，15元/三十分鐘，大型車加倍,0,,漢口路,每日08:00~20:00,崇德路~梅川東（西）路,北區,597
C,差別費率，15元/三十分鐘，大型車加倍,0,,漢口路,每日08:00~20:00,梅川東（西）路~中清路,北區,598
C,差別費率，15元/三十分鐘，大型車加倍,0,,漢口路,每日08:00~20:00,中清路~華美街,北區,599
C,差別費率，15元/三十分鐘，大型車加倍,0,,漢口路,每日08:00~20:00,華美街~寧夏路,西屯區,600
C,差別費率，15元/三十分鐘，大型車加倍,0,,漢口路,每日08:00~20:00,寧夏路~甘肅路,西屯區,601
C,差別費率，15元/三十分鐘，大型車加倍,0,,漢口路,每日08:00~20:00,甘肅路~青海路,西屯區,602
C,差別費率，15元/三十分鐘，大型車加倍,0,,漢口路,每日08:00~20:00,青海路~臺灣大道,西屯區,603
C,差別費率，15元/三十分鐘，大型車加倍,0,,漢翔東路,每日08:00~20:00,漢翔路~福星北路182巷,西屯區,604
C,差別費率，15元/三十分鐘，大型車加倍,0,,漢翔路,每日08:00~20:00,漢翔東路~環中路,西屯區,605
C,20元/時，大型車加倍,0,,福玄路,每日08:00~18:00,協仁街~玉寶路,西屯區,606
C,20元/時，大型車加倍,0,,福田二街,週一至週六08:00~18:00,文心南路~福田路,南區,607
C,20元/時，大型車加倍,0,,福安路,每日08:00~18:00,福科路~臺灣大道,西屯區,608
C,20元/時，大型車加倍,0,,福林路,每日08:00~18:00,國安二路~臺灣大道,西屯區,609
C,差別費率，15元/三十分鐘，大型車加倍,0,,福星北路,每日08:00~20:00,福星路~黎明路,西屯區,610
C,20元/時，大型車加倍,0,,福星西路,每日08:00~20:00,黎明路~環中路,西屯區,611
C,差別費率，15元/三十分鐘，大型車加倍,0,,福星路,每日08:00~20:00,弘孝路~河南路、,西屯區,612
C,差別費率，15元/三十分鐘，大型車加倍,0,,福星路,每日08:00~20:00,福星路~河南路2段301巷,西屯區,613
C,差別費率，15元/三十分鐘，大型車加倍,0,,福星路,每日08:00~20:00,福星北路~黎明路,西屯區,614
C,20元/時，大型車加倍,0,,福科一街,每日08:00~20:00,福科路~福科二路,西屯區,615
C,20元/時，大型車加倍,0,,福科二路,每日08:00~20:00,福科路~上安路,西屯區,616
C,20元/時，大型車加倍,0,,福科二路101巷,每日08:00~20:00,福科二路~環中路,西屯區,617
C,20元/時，大型車加倍,0,,福科路,每日08:00~20:00,黎明路~環中路,西屯區,618
C,20元/時，大型車加倍,0,,福科路,每日08:00~18:00,福元路~東大路,西屯區,619
C,20元/時，大型車加倍,0,,福康路,每日08:00~18:00,西屯路~臺灣大道,西屯區,620
C,20元/時，大型車加倍,0,,福強街,每日08:00~18:00,玉門路~東大路,西屯區,621
C,20元/時，大型車加倍,0,,福貴路,週一至週六08:00~18:00,環中東路~中山路,潭子區,622
C,20元/時，大型車加倍,0,,福雅路,每日08:00~18:00,西屯路~臺灣大道,西屯區,623
C,20元/時，大型車加倍,0,,福順路,每日08:00~18:00,福元路~福林路,西屯區,624
C,20元/時，大型車加倍,0,,福順路,每日08:00~18:00,玉門路~福順路891巷,西屯區,625
C,20元/時，大型車加倍,0,,福順路462巷,每日08:00~18:00,福科路~福順路,西屯區,626
C,20元/時，大型車加倍,0,,福裕路,每日08:00~18:00,西屯路~福安東街,西屯區,627
C,20元/時，大型車加倍,0,,精武路,每日08:00~18:00,南京東路~進化路,東區,628
C,差別費率，15元/三十分鐘，大型車加倍,0,,精武路,每日08:00~20:00,復興路~柳川東路,北區,629
C,20元/時，大型車加倍,0,,精誠南路,週一至週六08:00~18:00,南屯路~三民西路,南屯區,630
C,20元/時，大型車加倍,0,,精誠路,每日08:00~20:00,臺灣大道~精誠路592巷,西屯、南屯、西區,631
C,20元/時，大型車加倍,0,,精誠路,每日08:00~18:00,精誠路592巷~五權西路,南屯區,632
C,20元/時，大型車加倍,0,,精誠路,週一至週六08:00~18:00,五權西路~南屯路,南屯區,633
C,累進費率，以三十分鐘計費，大型車加倍,0,,綠川西街,每日08:00~18:00,光復路~民權路,中區,634
C,20元/時，大型車加倍,0,,綠川西街,週一至週六08:00~18:00,民權路~民生路,西區,635
C,累進費率，以三十分鐘計費，大型車加倍,0,,綠川東街,每日08:00~18:00,建國路~民權路,中區,636
C,20元/時，大型車加倍,0,,臺灣大道,每日08:00~18:00,綠川西街~自由路,中區,637
C,累進費率，以三十分鐘計費，大型車加倍，停車30分鐘內離場不收費（每日限一次）,0,,臺灣大道,每日08:00~18:00,自由路~三民路,中區,638
C,20元/時，大型車加倍,0,,臺灣大道,每日08:00~18:00,三民路~中華路,中區,639
C,20元/時，大型車加倍,0,,臺灣大道,每日08:00~18:00,中華路~五權路,北區,640
C,差別費率，15元/三十分鐘，大型車加倍,0,,臺灣大道三段686巷,每日08:00~20:00,上安路~臺灣大道,西屯區,641
C,20元/時，大型車加倍,0,,臺灣大道4段1060巷,每日08:00~18:00,福順路~臺灣大道,西屯區,642
C,20元/時，大型車加倍,0,,德芳南路,週一至週六08:00~18:00,環中東路~國光路,大里區,643
C,20元/時，大型車加倍,0,,德芳路,週一至週六08:00~18:00,永大街~樹王路,大里區,644
C,20元/時，大型車加倍,0,,樂業一路,每日07:00~15:00,建成路~進德路,東區,645
C,差別費率，15元/三十分鐘，大型車加倍,0,本路段不發售指定區段月票。,樂業南路,每日07:00~15:00,樂業二路~樂業一路,東區,646
C,20元/時，大型車加倍,0,,潭興路,週一至週六08:00~18:00,中山路~興華二路,潭子區,647
C,20元/時，大型車加倍,0,,黎明東街,每日08:00~20:00,大墩四街~公益路,南屯區,648
C,20元/時，大型車加倍,0,,黎明東街63巷,每日08:00~20:00,黎明東街~河南路四段690巷,南屯區,649
C,差別費率，15元/三十分鐘，大型車加倍,0,,黎明路,每日08:00~20:00,福星北路~福星路,西屯區,650
C,差別費率，15元/三十分鐘，大型車加倍,0,,黎明路,每日08:00~20:00,福星路~青海路,西屯區,651
C,差別費率，15元/三十分鐘，大型車加倍,0,,黎明路,每日08:00~20:00,青海路~臺灣大道,西屯區,652
C,差別費率，15元/三十分鐘，大型車加倍,0,,黎明路,每日08:00~20:00,臺灣大道~市政路,西屯區,653
C,差別費率，15元/三十分鐘，大型車加倍,0,,黎明路,每日08:00~20:00,市政路~市政南二路,西屯、南屯區,654
C,差別費率，15元/三十分鐘，大型車加倍,0,,黎明路,每日08:00~20:00,市政南二路~五權西路,南屯區,655
C,差別費率，15元/三十分鐘，大型車加倍,0,,學士路,每日08:00~20:00,健行路~進化北路,北區,656
C,20元/時，大型車加倍,0,,學府路,每日08:00~20:00,興大路~建國南路,南區,657
C,20元/時，大型車加倍,0,,興大路,週一至週六08:00~18:00,七中路~國光路,南區,658
C,20元/時，大型車加倍,0,,興大路,每日08:00~20:00,國光路~美村路,南區,659
C,20元/時，大型車加倍,0,,興大路,每日08:00~20:00,美村路~忠明南路,南區,660
C,20元/時，大型車加倍,0,,興中街,每日08:00~18:00,公園路~中山路,中區,661
C,20元/時，大型車加倍,0,,興安路,每日08:00~20:00,遼陽五街~青島路,北屯區,662
C,20元/時，大型車加倍,0,,興華一路,週一至週六08:00~18:00,圓通南路~中山路2段241巷,潭子區,663
C,20元/時，大型車加倍,0,,興華一路360巷,週一至週六08:00~18:00,雅潭路~興華一路,潭子區,664
C,20元/時，大型車加倍,0,,興華二路,週一至週六08:00~18:00,中山路2段391巷~潭興路,潭子區,665
C,20元/時，大型車加倍,0,,興進路,每日08:00~18:00,南京東路~進化路,北區,666
C,20元/時，大型車加倍,0,,興進路,每日08:00~18:00,進化路~雙十路,北區,667
C,20元/時，大型車加倍,0,,興進路,每日08:00~18:00,雙十路~三民路,北區,668
C,20元/時，大型車加倍,0,,遼寧路,每日08:00~20:00,文心路~大連路,北屯區,669
C,差別費率，15元/三十分鐘，大型車加倍,0,,錦南街,每日08:00~20:00,雙十路~三民路,北區,670
C,累進費率，以三十分鐘計費，大型車加倍,0,,館前路,每日08:00~20:00,博館路~臺灣大道,北、西區,671
C,20元/時，大型車加倍,0,,龍門一街,每日08:00~18:00,龍門路~朝貴路,西屯區,672
C,20元/時，大型車加倍,0,,龍門路,每日08:00~18:00,朝富路~市政路,西屯區,673
C,20元/時，大型車加倍,0,,嶺東南路,每日09:00~17:00,忠勇路19巷~建功路,南屯區,674
C,20元/時，大型車加倍,0,,環中東路,週一至週六08:00~18:00,福貴路~中山路,潭子區,675
C,20元/時，大型車加倍,0,,環河路,每日08:00~18:00,朝富路~市政北二路,西屯區,676
C,20元/時，大型車加倍,0,,環河路,每日08:00~18:00,市政北二路~市政路,西屯區,677
C,20元/時，大型車加倍,0,,環河路-大里,週一至週六08:00~18:00,永隆路~大明路,大里區,678
C,20元/時，大型車加倍,0,,瀋陽路,每日08:00~20:00,河北路~綏遠路,北屯區,679
C,20元/時，大型車加倍,0,,瀋陽路,每日08:00~20:00,山西路~麻園東街,北屯區,680
C,20元/時，大型車加倍,0,,豐原大道一段高架橋下停車空間,週一至週六08:00~18:00,三和路~中山路,豐原區,681
C,20元/時，大型車加倍,0,,豐偉路,週一至週六08:00~18:00,文心南七路~文心南五路,南屯區,682
C,20元/時，大型車加倍,0,,豐富路,週一至週六08:00~18:00,文心南七路~永春東路,南屯區,683
C,差別費率，15元/三十分鐘，大型車加倍,0,,雙十路,每日08:00~20:00,健行路~錦南街,北區,684
C,差別費率，15元/三十分鐘，大型車加倍,0,,雙十路,每日08:00~20:00,錦南街~精武路,北區,685
C,差別費率，15元/三十分鐘，大型車加倍,0,,雙十路,每日08:00~20:00,精武路~自由路,北、東區,686
C,20元/時，大型車加倍，大客車停車第1小時免費,0,,雙十路,每日08:00~18:00,自由路~南京路,中、東區,687
C,20元/時，大型車加倍,0,,懷德街,週一至週六08:00~18:00,干城街（黎明停車場）~懷德街13號,南屯區,688
C,20元/時，大型車加倍,0,,繼光街,週一至週六08:00~18:00,民權路~民生路,西區,689
C,20元/時，大型車加倍,0,,櫻花路,每日08:00~20:00,文心路~西屯路2段208巷,西屯區,690
M,10元/時，每日每次最高30元,0,,建國路人行道,每日08:00~18:00,建國路240巷~八德街,東區,691
M,10元/時，每日每次最高30元,0,,八德街人行道,每日08:00~18:00,武德街~建國路,東區,692
M,每日每次20元,0,,建成路,每日07:00~15:00,樂業二路~進德路,東區,693
M,每日每次20元,0,,進德路,每日07:00~15:00,建成路~樂業路,東區,694
M,每日每次20元,0,,進德路人行道,每日07:00~15:00,建成路~樂業路,東區,695
M,每日每次20元,0,,樂業二路北側人行道,每日07:00~15:00,進德路~樂業南路,東區,696
M,10元/時，每日每次最高30元,0,,復興路,每日08:00~18:00,振興路~台中路,東區,697
M,10元/時，每日每次最高30元,0,,大勇街,每日08:00~18:00,和平街~復興路,東區,698
M,10元/時，每日每次最高30元,0,,和平街,每日08:00~18:00,大智路~大勇街,東區,699
M,10元/時，每日每次最高30元,0,,公益路,每日08:00~20:00,英才路~美村路,西區,700
M,10元/時，每日每次最高30元,0,,英才路,每日08:00~20:00,臺灣大道~公益路,西區,701
M,10元/時，每日每次最高30元,0,,英才路470巷,每日08:00~20:00,英才路~館前路,西區,702
M,10元/時，每日每次最高30元,0,,臺灣大道2段311巷,每日08:00~20:00,臺灣大道~公益路,西區,703
M,10元/時，每日每次最高30元,0,,臺灣大道2段311巷1弄,每日08:00~20:00,英才路~臺灣大道2段311巷,西區,704
M,10元/時，每日每次最高30元,0,,公益路155巷,每日08:00~20:00,公益路~公正路,西區,705
M,10元/時，每日每次最高30元,0,,中興街,每日08:00~20:00,公益路~公正路,西區,706
M,10元/時，每日每次最高30元,0,,館前路,每日08:00~20:00,英才路470巷~公益路,西區,707
M,每日每次20元,0,,建國南路,週一至週六08:00~18:00,三民路~美村路,南區,708
M,每日每次20元,0,,建國北路,週一至週六08:00~18:00,三民路~美村路,西、南區,709
M,每日每次20元,0,,文林公園周邊人行道機車停車區,週一至週六08:00~18:00,,南區,710
M,每日每次20元,0,,建國北路,週一至週六08:00~18:00,東興路~大慶街,南區,711
M,每日每次20元,0,,建國南路,週一至週六08:00~18:00,東興路~大慶火車站前,南區,712
M,每日每次20元,0,,文心南路,週一至週六08:00~18:00,建國北路~大忠南街,南區,713
M,每日每次20元,0,,大慶停車場前人行道,週一至週六08:00~18:00,建國北路~,南區,714
M,每日每次20元,0,,大慶街,週一至週六08:00~18:00,復興北路~建國南路,南區,715
M,每日每次20元,0,,育德路,每日08:00~18:00,學士路~中清路,北區,716
M,每日每次20元,0,,英才路,每日08:00~18:00,學士路~中清路,北區,717
M,每日每次20元,0,,柳川東路,每日08:00~18:00,學士路~五義街,北區,718
M,每日每次20元,0,,柳川西路,每日08:00~18:00,學士路~五義街,北區,719
M,每日每次20元,0,,五常街,每日08:00~18:00,柳川西路~英才路,北區,720
M,每日每次20元,0,,美德街人行道,每日08:00~18:00,崇德路~學士路,北區,721
M,每日每次20元,0,,學士路,每日08:00~18:00,五權路~柳川東路,北區,722
M,每日每次20元,0,,中賓停車場人行道機車停車區,每日08:00~18:00,,北區,723
M,每日每次20元,0,,東欣-停164停車場周邊人行道,每日08:00~18:00,,北區,724
M,每日每次20元,0,,雙十路,每日08:00~20:00,錦南街~精武路,北區,725
M,每日每次20元,0,,尊賢街,每日08:00~20:00,育才街~太平路,北區,726
M,每日每次20元,0,,一中街,每日08:00~20:00,錦新街~精武路,北區,727
M,每日每次20元,0,,三民路,每日08:00~20:00,五權路~精武路,北區,728
M,每日每次20元,0,,三民路人行道,每日08:00~20:00,錦平街~太平路,北區,729
M,每日每次20元,0,,五權路,每日08:00~20:00,三民路~學士路,北區,730
M,每日每次20元,0,,中華路,每日08:00~20:00,五權路~太平路,北區,731
M,每日每次20元,0,,中華路人行道,每日08:00~20:00,五權路~太平路,北區,732
M,每日每次20元,0,,錦南街,每日08:00~20:00,雙十路~三民路,北區,733
M,每日每次20元,0,,錦新街,每日08:00~20:00,雙十路~三民路,北區,734
M,每日每次20元,0,,育才北路,每日08:00~20:00,雙十路~五權路,北區,735
M,每日每次20元,0,,錦平街,每日08:00~20:00,三民路~中華路,北區,736
M,每日每次20元,0,,育才街,每日08:00~20:00,雙十路~三民路,北區,737
M,每日每次20元,0,,育才南街,每日08:00~20:00,雙十路~一中街,北區,738
M,每日每次20元,0,,太平路,每日08:00~20:00,雙十路~中華路,北區,739
M,每日每次20元,0,,精武路,每日08:00~20:00,雙十路~三民路,北區,740
M,每日每次20元,0,,精武路人行道,每日08:00~20:00,雙十路~三民路,北區,741
M,10元/時，每日每次最高30元,0,,綠川西街,每日08:00~18:00,光復路~民權路,中區,742
M,10元/時，每日每次最高30元,0,,綠川東街,每日08:00~18:00,建國路~民權路,中區,743
M,10元/時，每日每次最高30元,0,,民族路,每日08:00~18:00,建國路~綠川西街,中區,744
M,10元/時，每日每次最高30元,0,,中山路,每日08:00~18:00,建國路~綠川西街,中區,745
M,10元/時，每日每次最高30元,0,,成功路,每日08:00~18:00,建國路~綠川西街,中區,746
M,10元/時，每日每次最高30元,0,,火車站前人行道公共設施帶,每日08:00~18:00,建國路近中山路兩側~,中區,747
M,每日每次20元,0,,自由路,每日08:00~18:00,雙十路~民權路,北、中區,748
M,每日每次20元,0,,繼光街人行道,每日08:00~18:00,公園路~光復路,中區,749
M,每日每次20元,0,,民權路,每日08:00~18:00,綠川西街~自由路,中、西區,750
M,每日每次20元,0,,民族路,每日08:00~18:00,綠川西街~自由路,中區,751
M,每日每次20元,0,,中山路,每日08:00~18:00,綠川西街~自由路,中區,752
M,每日每次20元,0,,臺灣大道,每日08:00~18:00,綠川西街~自由路,中區,753
M,每日每次20元,0,,成功路,每日08:00~18:00,綠川西街~自由路,中區,754
M,每日每次20元,0,,光復路,每日08:00~18:00,綠川西街~自由路,中區,755
M,每日每次20元,0,,市政北六路,每日08:00~20:00,惠來路~朝富路,西屯區,756
M,每日每次20元,0,,朝富路,每日08:00~20:00,臺灣大道~市政北六路,西屯區,757
M,每日每次20元,0,,朝富一街,每日08:00~20:00,臺灣大道~朝馬三街,西屯區,758
M,每日每次20元,0,,朝富二街,每日08:00~20:00,臺灣大道~朝馬三街,西屯區,759
M,每日每次20元,0,,朝馬三街,每日08:00~20:00,朝富路~朝貴路,西屯區,760
M,每日每次20元,0,,朝馬路,每日08:00~20:00,朝富路~黎明路,西屯區,761
M,每日每次20元,0,,臺灣大道人行道,每日08:00~20:00,惠中路~惠來路,西屯區,762
M,每日每次20元,0,,市政北七路,每日08:00~20:00,惠中路~河南路,西屯區,763
M,每日每次20元,0,,惠安平面停車場臨惠來路、市政北六路、市政北七路人行道機車停車區,每日08:00~20:00,,西屯區,764
M,每日每次20元,0,,惠政街,每日08:00~20:00,市政北一路~市政路,西屯區,765
M,每日每次20元,0,,惠文路,每日08:00~20:00,市政北一路~市政路,西屯區,766
M,每日每次20元,0,,市政北一路,每日08:00~20:00,惠文路~惠中路,西屯區,767
M,每日每次20元,0,,逢甲路,每日12:00~20:00,文華路~西屯路,西屯區,768
M,每日每次20元,0,,福星路,每日12:00~20:00,河南路~福星北路,西屯區,769
M,每日每次20元,0,,至善路,每日12:00~20:00,逢甲路~西屯路,西屯區,770
M,每日每次20元,0,,南京東路,週一至週六08:00~18:00,北屯路240巷~天祥街,北屯區,771
M,每日每次20元,0,,東光路,週一至週六08:00~18:00,東光路892巷~天祥街,北屯區,772
M,每日每次20元,0,,東光路人行道,週一至週六08:00~18:00,東光路892巷~天祥街,北屯區,773
M,每日每次20元,0,,太原路人行道,週一至週六08:00~18:00,旱溪西路~東光路,北屯區,774
M,每日每次20元,0,,南京東路,週一至週六08:00~18:00,北屯路~僑校街,北屯區,775
M,每日每次20元,0,,公益路,每日08:00~20:00,東興路~文心路,南屯區,776
M,每日每次20元,0,,公益路人行道,每日08:00~20:00,東興路~文心路,南屯區,777
M,每日每次20元,0,,大墩十一街,每日08:00~20:00,大墩路~文心路,南屯區,778
M,每日每次20元,0,,大墩十二街,每日08:00~20:00,大墩路~文心路,南屯區,779
M,每日每次20元,0,,大英街,每日08:00~20:00,公益路~大墩十一街,南屯區,780
M,每日每次20元,0,,大墩路,每日08:00~20:00,公益路~大墩十一街,南屯區,781
M,每日每次20元,0,,大聖街,每日08:00~20:00,公益路~大墩十一街,南屯區,782
M,每日每次20元,0,,大進街,每日08:00~20:00,公益路~大墩十一街,南屯區,783
M,每日每次20元,0,,建功路,每日09:00~17:00,嶺東南路~春安二街,南屯區,784
M,每日每次20元,0,,春安路,每日09:00~17:00,春安路29號旁~建功路,南屯區,785
M,每日每次20元,0,,春安二街,每日09:00~17:00,嶺東南路~建功路,南屯區,786
M,每日每次20元,0,,春安三街,每日09:00~17:00,嶺東南路~春安二街,南屯區,787
M,每日每次20元,0,,嶺東南路,每日09:00~17:00,忠勇路19巷~建功路,南屯區,788
M,每日每次20元,0,,春安停車場周邊人行道機車停車區,每日09:00~17:00,,南屯區,789
M,每日每次20元,0,本收費區尚包含豐原區社會住宅預定地臨時停車場機車格,豐原區社會住宅預定地臨時停車場人行道機車收費區,週一至週六08:00~18:00,,豐原區,790
M,每日每次20元,0,,明仁街,週一至週六08:00~18:00,豐勢路~東仁街,豐原區,791
M,每日每次20元,0,,高鐵一路,週一至週六08:00~18:00,站區二路~高鐵路,烏日區,792
M,每日每次20元,0,,高鐵東路旁站區一路高架橋下空間,週一至週六08:00~18:00,新高鐵段64地號~,烏日區,793
M,每日每次20元,0,,站區一路人行道機車停車區,週一至週六08:00~18:00,高鐵東路~站區一路,烏日區,794
M,每日每次20元,0,110年4月1日起收費,高鐵東一路,週一至週六08:00~18:00,高鐵東路~高鐵六路,烏日區,795
M,10元/時，停車30分鐘內離場不收費,0,,路邊機車計時收費區,每日08:00~20:00,西屯區市政北二路282號前~,西屯區,796
M,10元/時，停車30分鐘內離場不收費,0,,路邊機車計時收費區,週一至週六08:00~18:00,南區忠明南路758號對面-綠園道側,南區,797
